User_ID,Device_Model,Operating_System,App_Usage_Time,Screen_On_Time,Battery_Drain,Number_of_Apps_Installed,Data_Usage,Age,Gender,User_Behavior_Class,Battery_Intensity,User_Status,App_Distraction_Index,Battery_Stress_Score,Generation,Usage_Efficiency,Digital_Burnout_Score,User_Persona,Battery_Efficiency_Level,Extreme_Usage_Flag,Risk_Score,Addiction_Risk_Level
124,Google Pixel 5,Android,529,8.1,2686,96,1924,35,Male,5,331.6,Addicted,5.51,0.7163067758749069,Millennials,1.0884773662551441,7.78,Male - Millennials,High Drain,Normal,79.20664797757308,High Risk
125,Google Pixel 5,Android,227,5.1,1702,57,714,21,Male,3,333.73,Regular,3.98,0.4195064629847238,Gen Z,0.7418300653594772,2.91,Male - Gen Z,High Drain,Normal,42.85102122547057,Medium Risk
126,Samsung Galaxy S21,Android,535,11.8,2858,99,2378,50,Male,5,242.2,Addicted,5.4,0.8320503848845346,Gen X / Boomers,0.7556497175141242,11.68,Male - Gen X / Boomers,High Drain,Extreme,97.90361767454279,High Risk
127,iPhone 12,iOS,332,7.4,2149,68,1321,20,Female,4,290.41,Heavy,4.88,0.614704513727315,Gen Z,0.7477477477477477,5.03,Female - Gen Z,High Drain,Normal,61.14377252703244,Medium Risk
128,Google Pixel 5,Android,252,4.2,1439,45,667,50,Female,3,342.62,Regular,5.6,0.46351633078526755,Gen X / Boomers,1.0,1.89,Female - Gen X / Boomers,Low Drain,Normal,35.64997997597116,Low Risk
129,Xiaomi Mi 11,Android,125,2.5,678,34,465,31,Male,2,271.2,Casual,3.68,0.6858407079646017,Millennials,0.8333333333333334,0.85,Male - Millennials,Low Drain,Normal,24.22306768121746,Low Risk
130,Xiaomi Mi 11,Android,97,3.3,751,39,412,36,Female,2,227.58,Casual,2.49,0.5486018641810919,Millennials,0.48989898989898994,1.29,Female - Millennials,Low Drain,Normal,27.76812174609531,Low Risk
131,Google Pixel 5,Android,540,10.8,2923,90,1886,40,Male,5,270.65,Addicted,6.0,0.6452275059869996,Millennials,0.8333333333333333,9.72,Male - Millennials,High Drain,Normal,85.93191830196236,High Risk
132,Xiaomi Mi 11,Android,320,7.2,2056,69,1226,52,Female,4,285.56,Heavy,4.64,0.5963035019455253,Gen X / Boomers,0.7407407407407407,4.97,Female - Gen X / Boomers,High Drain,Normal,59.63876651982379,Medium Risk
133,Google Pixel 5,Android,176,3.6,1193,30,458,40,Female,2,331.39,Casual,5.87,0.38390611902766136,Millennials,0.8148148148148148,1.08,Female - Millennials,Low Drain,Normal,26.593512214657594,Low Risk
134,Samsung Galaxy S21,Android,79,1.0,313,18,139,42,Male,1,313.0,Basic,4.39,0.4440894568690096,Gen X / Boomers,1.3166666666666667,0.18,Male - Gen X / Boomers,Low Drain,Normal,10.457882792684554,Low Risk
135,Xiaomi Mi 11,Android,83,1.6,303,19,285,51,Male,1,189.38,Basic,4.37,0.9405940594059405,Gen X / Boomers,0.8645833333333333,0.3,Male - Gen X / Boomers,Low Drain,Normal,14.515018021625949,Low Risk
136,iPhone 12,iOS,555,11.3,2528,90,1856,55,Female,5,223.72,Addicted,6.17,0.7341772151898734,Gen X / Boomers,0.8185840707964601,10.17,Female - Gen X / Boomers,High Drain,Normal,87.23815244960619,High Risk
137,Samsung Galaxy S21,Android,66,1.7,375,16,216,39,Male,1,220.59,Basic,4.12,0.576,Millennials,0.6470588235294118,0.27,Male - Millennials,Low Drain,Normal,13.11026565211587,Low Risk
138,Xiaomi Mi 11,Android,237,4.5,1368,42,868,24,Female,3,304.0,Regular,5.64,0.6345029239766082,Gen Z,0.8777777777777778,1.89,Female - Gen Z,Low Drain,Normal,38.1557869443332,Low Risk
139,Samsung Galaxy S21,Android,497,9.7,2876,94,2076,18,Male,5,296.49,Addicted,5.29,0.721835883171071,Gen Z,0.8539518900343643,9.12,Male - Gen Z,High Drain,Normal,85.76011213456147,High Risk
140,Google Pixel 5,Android,516,11.1,2429,91,1796,53,Male,5,218.83,Addicted,5.67,0.7393989296006587,Gen X / Boomers,0.7747747747747747,10.1,Male - Gen X / Boomers,High Drain,Normal,86.15365104792417,High Risk
141,Xiaomi Mi 11,Android,219,5.2,1510,42,655,50,Female,3,290.38,Regular,5.21,0.4337748344370861,Gen X / Boomers,0.7019230769230769,2.18,Female - Gen X / Boomers,Low Drain,Normal,37.93004939260446,Low Risk
142,Google Pixel 5,Android,448,6.3,2044,71,1337,51,Male,4,324.44,Heavy,6.31,0.6541095890410958,Gen X / Boomers,1.1851851851851853,4.47,Male - Gen X / Boomers,High Drain,Normal,58.57842744626886,Medium Risk
143,iPhone 12,iOS,156,2.2,896,37,429,57,Female,2,407.27,Casual,4.22,0.47879464285714285,Gen X / Boomers,1.1818181818181817,0.81,Female - Gen X / Boomers,Low Drain,Normal,23.69963956748098,Low Risk
144,Samsung Galaxy S21,Android,68,1.1,528,12,201,29,Male,1,480.0,Basic,5.67,0.3806818181818182,Millennials,1.0303030303030303,0.13,Male - Millennials,Low Drain,Normal,9.717928180483247,Low Risk
145,iPhone 12,iOS,524,11.2,2417,90,2069,29,Female,5,215.8,Addicted,5.82,0.8560198593297477,Millennials,0.7797619047619048,10.08,Female - Millennials,High Drain,Normal,89.46389000133493,High Risk
146,iPhone 12,iOS,188,5.3,1281,45,974,35,Male,3,241.7,Regular,4.18,0.760343481654957,Millennials,0.5911949685534591,2.38,Male - Millennials,Low Drain,Normal,43.00507275397143,Medium Risk
147,Samsung Galaxy S21,Android,443,7.4,2289,73,1026,33,Male,4,309.32,Heavy,6.07,0.44823066841415465,Millennials,0.9977477477477478,5.4,Male - Millennials,High Drain,Normal,59.11467093845948,Medium Risk
148,Xiaomi Mi 11,Android,52,1.6,385,19,234,24,Male,1,240.62,Basic,2.74,0.6077922077922078,Gen Z,0.5416666666666666,0.3,Male - Gen Z,Low Drain,Normal,13.902282739287145,Low Risk
149,OnePlus 9,Android,228,4.2,1677,58,823,56,Male,3,399.29,Regular,3.93,0.4907573047107931,Gen X / Boomers,0.9047619047619047,2.44,Male - Gen X / Boomers,High Drain,Normal,41.46362301428381,Medium Risk
150,Google Pixel 5,Android,149,3.7,873,34,459,51,Male,2,235.95,Casual,4.38,0.5257731958762887,Gen X / Boomers,0.6711711711711712,1.26,Male - Gen X / Boomers,Low Drain,Normal,28.150981177412895,Low Risk
151,iPhone 12,iOS,523,9.4,2583,92,1539,21,Male,5,274.79,Addicted,5.68,0.5958188153310104,Gen Z,0.927304964539007,8.65,Male - Gen Z,High Drain,Normal,77.70230943799226,High Risk
152,Samsung Galaxy S21,Android,42,1.6,315,19,207,52,Female,1,196.88,Basic,2.21,0.6571428571428571,Gen X / Boomers,0.43749999999999994,0.3,Female - Gen X / Boomers,Low Drain,Normal,13.5778934721666,Low Risk
153,Google Pixel 5,Android,120,2.0,741,38,396,56,Female,2,370.5,Casual,3.16,0.5344129554655871,Gen X / Boomers,1.0,0.76,Female - Gen X / Boomers,Low Drain,Normal,22.939527432919505,Low Risk
154,OnePlus 9,Android,329,7.5,2277,72,1185,27,Female,4,303.6,Heavy,4.57,0.5204216073781291,Millennials,0.7311111111111112,5.4,Female - Millennials,High Drain,Normal,61.0552663195835,Medium Risk
155,Xiaomi Mi 11,Android,68,1.5,364,10,102,31,Female,1,242.67,Basic,6.8,0.2802197802197802,Millennials,0.7555555555555555,0.15,Female - Millennials,Low Drain,Normal,9.255773594980642,Low Risk
156,Xiaomi Mi 11,Android,158,3.4,893,36,493,32,Male,2,262.65,Casual,4.39,0.5520716685330347,Millennials,0.7745098039215687,1.22,Male - Millennials,Low Drain,Normal,28.165531971699373,Low Risk
157,Xiaomi Mi 11,Android,86,1.7,439,19,136,54,Male,1,258.24,Basic,4.53,0.3097949886104784,Gen X / Boomers,0.8431372549019608,0.32,Male - Gen X / Boomers,Low Drain,Normal,13.058203177145908,Low Risk
158,Xiaomi Mi 11,Android,339,7.8,2102,71,1062,51,Male,4,269.49,Heavy,4.77,0.50523311132255,Gen X / Boomers,0.7243589743589745,5.54,Male - Gen X / Boomers,High Drain,Normal,60.27446268855961,Medium Risk
159,Samsung Galaxy S21,Android,304,6.5,2375,79,1493,51,Male,4,365.38,Heavy,3.85,0.6286315789473684,Gen X / Boomers,0.7794871794871795,5.14,Male - Gen X / Boomers,High Drain,Normal,63.54358563609665,Medium Risk
160,Xiaomi Mi 11,Android,131,2.4,859,26,305,40,Male,2,357.92,Casual,5.04,0.3550640279394645,Millennials,0.9097222222222222,0.62,Male - Millennials,Low Drain,Normal,19.543185155519957,Low Risk
161,Samsung Galaxy S21,Android,64,1.6,540,19,262,35,Female,1,337.5,Basic,3.37,0.48518518518518516,Millennials,0.6666666666666666,0.3,Female - Millennials,Low Drain,Normal,14.238686423708451,Low Risk
162,Xiaomi Mi 11,Android,53,1.9,526,15,112,42,Male,1,276.84,Basic,3.53,0.21292775665399238,Gen X / Boomers,0.4649122807017544,0.28,Male - Gen X / Boomers,Low Drain,Normal,12.224402616473101,Low Risk
163,Google Pixel 5,Android,442,7.7,2067,69,1440,45,Male,4,268.44,Heavy,6.41,0.6966618287373004,Gen X / Boomers,0.9567099567099566,5.31,Male - Gen X / Boomers,High Drain,Normal,63.87651848885329,Medium Risk
164,iPhone 12,iOS,32,2.0,469,18,139,22,Male,1,234.5,Basic,1.78,0.29637526652452023,Gen Z,0.26666666666666666,0.36,Male - Gen Z,Low Drain,Normal,13.791216126017888,Low Risk
165,Xiaomi Mi 11,Android,278,4.8,1238,48,851,43,Female,3,257.92,Regular,5.79,0.6873990306946688,Gen X / Boomers,0.9652777777777779,2.3,Female - Gen X / Boomers,Low Drain,Normal,40.76972366840208,Medium Risk
166,Xiaomi Mi 11,Android,540,8.4,2993,98,1540,49,Female,5,356.31,Addicted,5.51,0.5145339124624123,Gen X / Boomers,1.0714285714285714,8.23,Female - Gen X / Boomers,High Drain,Normal,76.19917234014152,High Risk
167,Google Pixel 5,Android,595,11.3,2968,88,2366,30,Male,5,262.65,Addicted,6.76,0.7971698113207547,Millennials,0.8775811209439527,9.94,Male - Millennials,High Drain,Normal,92.75944466693366,High Risk
168,Google Pixel 5,Android,35,1.5,467,10,158,58,Male,1,311.33,Basic,3.5,0.33832976445396146,Gen X / Boomers,0.3888888888888889,0.15,Male - Gen X / Boomers,Low Drain,Normal,9.928580963823254,Low Risk
169,Google Pixel 5,Android,225,5.4,1370,44,791,55,Female,3,253.7,Regular,5.11,0.5773722627737227,Gen X / Boomers,0.6944444444444444,2.38,Female - Gen X / Boomers,Low Drain,Normal,40.83673741823522,Medium Risk
170,Google Pixel 5,Android,587,11.8,2431,90,1894,47,Male,5,206.02,Addicted,6.52,0.779103249691485,Gen X / Boomers,0.82909604519774,10.62,Male - Gen X / Boomers,High Drain,Extreme,89.36136697370178,High Risk
171,Xiaomi Mi 11,Android,92,3.7,1124,27,524,44,Male,2,303.78,Casual,3.41,0.46619217081850534,Gen X / Boomers,0.4144144144144144,1.0,Male - Gen X / Boomers,Low Drain,Normal,26.81070618075023,Low Risk
172,Google Pixel 5,Android,46,1.1,487,17,208,23,Male,1,442.73,Basic,2.71,0.4271047227926078,Gen Z,0.6969696969696969,0.19,Male - Gen Z,Low Drain,Normal,11.317180616740089,Low Risk
173,OnePlus 9,Android,153,2.8,935,25,578,37,Female,2,333.93,Casual,6.12,0.6181818181818182,Millennials,0.9107142857142857,0.7,Female - Millennials,Low Drain,Normal,23.853424108930717,Low Risk
174,iPhone 12,iOS,368,6.6,1817,72,1406,27,Female,4,275.3,Heavy,5.11,0.7738029719317556,Millennials,0.9292929292929294,4.75,Female - Millennials,High Drain,Normal,60.71045254305166,Medium Risk
175,Xiaomi Mi 11,Android,51,1.6,509,11,113,29,Female,1,318.12,Basic,4.64,0.2220039292730845,Millennials,0.53125,0.18,Female - Millennials,Low Drain,Normal,10.02429582165265,Low Risk
176,Google Pixel 5,Android,279,5.2,1660,47,629,50,Female,3,319.23,Regular,5.94,0.3789156626506024,Gen X / Boomers,0.8942307692307693,2.44,Female - Gen X / Boomers,High Drain,Normal,39.13282605793619,Low Risk
177,Xiaomi Mi 11,Android,255,5.4,1738,42,826,21,Male,3,321.85,Regular,6.07,0.475258918296893,Gen Z,0.787037037037037,2.27,Male - Gen Z,High Drain,Normal,40.65118141770124,Medium Risk
178,Samsung Galaxy S21,Android,193,5.7,1471,51,972,31,Female,3,258.07,Regular,3.78,0.6607749830047587,Millennials,0.564327485380117,2.91,Female - Millennials,Low Drain,Normal,46.13255907088506,Medium Risk
179,Xiaomi Mi 11,Android,207,5.7,1582,52,692,38,Male,3,277.54,Regular,3.98,0.43742098609355246,Millennials,0.6052631578947368,2.96,Male - Millennials,High Drain,Normal,43.07155252970231,Medium Risk
180,iPhone 12,iOS,539,11.9,2853,83,2007,55,Male,5,239.75,Addicted,6.49,0.7034700315457413,Gen X / Boomers,0.7549019607843136,9.88,Male - Gen X / Boomers,High Drain,Extreme,88.93111734080898,High Risk
181,OnePlus 9,Android,151,2.4,1124,38,571,33,Male,2,468.33,Casual,3.97,0.5080071174377224,Millennials,1.0486111111111112,0.91,Male - Millennials,Low Drain,Normal,26.375383793885995,Low Risk
182,Google Pixel 5,Android,474,6.4,2109,68,1079,24,Male,4,329.53,Heavy,6.97,0.5116168800379327,Gen Z,1.234375,4.35,Male - Gen Z,High Drain,Normal,54.902950206914966,Medium Risk
183,iPhone 12,iOS,544,9.2,2936,83,2416,47,Female,5,319.13,Addicted,6.55,0.8228882833787466,Gen X / Boomers,0.9855072463768116,7.64,Female - Gen X / Boomers,High Drain,Normal,84.84501401682019,High Risk
184,iPhone 12,iOS,73,1.2,308,15,275,39,Female,1,256.67,Basic,4.87,0.8928571428571429,Millennials,1.0138888888888888,0.18,Female - Millennials,Low Drain,Normal,11.849419303163796,Low Risk
185,Xiaomi Mi 11,Android,597,10.4,2984,91,1564,34,Female,5,286.92,Addicted,6.56,0.5241286863270778,Millennials,0.9567307692307692,9.46,Female - Millennials,High Drain,Normal,81.03297290081431,High Risk
186,Google Pixel 5,Android,498,10.7,2738,94,1995,42,Male,5,255.89,Addicted,5.3,0.7286340394448503,Gen X / Boomers,0.7757009345794393,10.06,Male - Gen X / Boomers,High Drain,Normal,88.12027766653317,High Risk
187,iPhone 12,iOS,402,7.8,2014,79,1088,34,Female,4,258.21,Heavy,5.09,0.5402184707050646,Millennials,0.858974358974359,6.16,Female - Millennials,High Drain,Normal,63.01107996262182,Medium Risk
188,OnePlus 9,Android,75,1.1,379,15,185,37,Male,1,344.55,Basic,5.0,0.48812664907651715,Millennials,1.1363636363636362,0.16,Male - Millennials,Low Drain,Normal,10.434788412761982,Low Risk
189,iPhone 12,iOS,130,2.0,602,21,589,30,Female,2,301.0,Casual,6.19,0.978405315614618,Millennials,1.0833333333333333,0.42,Female - Millennials,Low Drain,Normal,20.106794820451206,Low Risk
190,Samsung Galaxy S21,Android,42,1.1,402,11,265,32,Female,1,365.45,Basic,3.82,0.6592039800995025,Millennials,0.6363636363636362,0.12,Female - Millennials,Low Drain,Normal,10.183820584701643,Low Risk
191,iPhone 12,iOS,134,2.2,917,23,423,23,Male,2,416.82,Casual,5.83,0.4612868047982552,Gen Z,1.0151515151515151,0.51,Male - Gen Z,Low Drain,Normal,19.38512882125217,Low Risk
192,Google Pixel 5,Android,79,1.9,477,13,161,24,Male,1,251.05,Basic,6.08,0.33752620545073375,Gen Z,0.6929824561403509,0.25,Male - Gen Z,Low Drain,Normal,12.20704845814978,Low Risk
193,iPhone 12,iOS,432,7.2,1822,63,1127,59,Female,4,253.06,Heavy,6.86,0.6185510428100988,Gen X / Boomers,1.0,4.54,Female - Gen X / Boomers,High Drain,Normal,56.63115738886664,Medium Risk
194,iPhone 12,iOS,262,4.1,1287,52,997,36,Male,3,313.9,Regular,5.04,0.7746697746697747,Millennials,1.065040650406504,2.13,Male - Millennials,Low Drain,Normal,41.402616473101055,Medium Risk
195,Samsung Galaxy S21,Android,473,6.4,2109,79,1300,23,Female,4,329.53,Heavy,5.99,0.6164058795637744,Gen Z,1.2317708333333333,5.06,Female - Gen Z,High Drain,Normal,60.89146976371646,Medium Risk
196,Google Pixel 5,Android,202,4.7,1512,49,659,45,Female,3,321.7,Regular,4.12,0.43584656084656087,Gen X / Boomers,0.7163120567375887,2.3,Female - Gen X / Boomers,Low Drain,Normal,38.43265251635296,Low Risk
197,OnePlus 9,Android,215,4.4,1407,41,991,47,Male,3,319.77,Regular,5.24,0.7043354655294953,Gen X / Boomers,0.8143939393939393,1.8,Male - Gen X / Boomers,Low Drain,Normal,38.99719663596316,Low Risk
198,OnePlus 9,Android,151,3.7,1116,32,320,41,Female,2,301.62,Casual,4.72,0.2867383512544803,Gen X / Boomers,0.6801801801801801,1.18,Female - Gen X / Boomers,Low Drain,Normal,25.874916566546524,Low Risk
199,OnePlus 9,Android,80,1.6,549,14,197,19,Male,1,343.12,Basic,5.71,0.3588342440801457,Gen Z,0.8333333333333333,0.22,Male - Gen Z,Low Drain,Normal,11.942597784007475,Low Risk
200,Xiaomi Mi 11,Android,126,2.8,971,32,431,35,Female,2,346.79,Casual,3.94,0.44387229660144184,Millennials,0.7500000000000001,0.9,Female - Millennials,Low Drain,Normal,24.20851688693098,Low Risk
201,Samsung Galaxy S21,Android,495,8.9,2920,84,2252,31,Female,5,328.09,Addicted,5.89,0.7712328767123288,Millennials,0.9269662921348314,7.48,Female - Millennials,High Drain,Normal,82.1776798825257,High Risk
202,iPhone 12,iOS,127,3.7,1153,35,314,37,Female,2,311.62,Casual,3.63,0.2723330442324371,Millennials,0.572072072072072,1.3,Female - Millennials,Low Drain,Normal,26.711920971832864,Low Risk
203,Xiaomi Mi 11,Android,88,1.3,327,11,262,22,Male,1,251.54,Basic,8.0,0.8012232415902141,Gen Z,1.1282051282051282,0.14,Male - Gen Z,Low Drain,Normal,10.814443999466025,Low Risk
204,Google Pixel 5,Android,69,1.6,463,16,146,27,Male,1,289.38,Basic,4.31,0.31533477321814257,Millennials,0.7187499999999999,0.26,Male - Millennials,Low Drain,Normal,11.935923107729275,Low Risk
205,OnePlus 9,Android,100,3.3,961,21,433,25,Male,2,291.21,Casual,4.76,0.4505723204994797,Millennials,0.5050505050505051,0.69,Male - Millennials,Low Drain,Normal,22.565879054865835,Low Risk
206,Xiaomi Mi 11,Android,301,6.5,2084,71,1421,29,Male,4,320.62,Heavy,4.24,0.6818618042226487,Millennials,0.7717948717948718,4.62,Male - Millennials,High Drain,Normal,60.25430516619944,Medium Risk
207,Google Pixel 5,Android,78,1.7,455,15,207,37,Female,1,267.65,Basic,5.2,0.45494505494505494,Millennials,0.7647058823529412,0.26,Female - Millennials,Low Drain,Normal,12.699105593378722,Low Risk
208,Google Pixel 5,Android,163,3.1,620,21,419,23,Male,2,200.0,Casual,7.76,0.6758064516129032,Gen Z,0.8763440860215054,0.65,Male - Gen Z,Low Drain,Normal,21.73101054598852,Low Risk
209,OnePlus 9,Android,539,9.3,2606,92,1990,41,Male,5,280.22,Addicted,5.86,0.7636224098234843,Gen X / Boomers,0.9659498207885303,8.56,Male - Gen X / Boomers,High Drain,Normal,82.7874783073021,High Risk
210,Google Pixel 5,Android,278,4.6,1385,47,823,40,Female,3,301.09,Regular,5.91,0.5942238267148015,Millennials,1.0072463768115945,2.16,Female - Millennials,Low Drain,Normal,39.463623014283804,Low Risk
211,Samsung Galaxy S21,Android,451,6.1,2108,76,1434,25,Female,4,345.57,Heavy,5.93,0.6802656546489564,Millennials,1.23224043715847,4.64,Female - Millennials,High Drain,Normal,60.59231077292752,Medium Risk
212,Samsung Galaxy S21,Android,481,10.9,2752,86,2017,18,Male,5,252.48,Addicted,5.59,0.732921511627907,Gen Z,0.7354740061162081,9.37,Male - Gen Z,High Drain,Normal,86.62701908957416,High Risk
213,Samsung Galaxy S21,Android,133,3.4,714,38,445,25,Male,2,210.0,Casual,3.5,0.623249299719888,Millennials,0.6519607843137255,1.29,Male - Millennials,Low Drain,Normal,28.194900547323456,Low Risk
214,Xiaomi Mi 11,Android,41,1.1,588,10,246,22,Male,1,534.55,Basic,4.1,0.41836734693877553,Gen Z,0.6212121212121212,0.11,Male - Gen Z,Low Drain,Normal,9.652516352956882,Low Risk
215,iPhone 12,iOS,152,3.3,1175,29,461,42,Female,2,356.06,Casual,5.24,0.3923404255319149,Gen X / Boomers,0.7676767676767677,0.96,Female - Gen X / Boomers,Low Drain,Normal,25.326525163529567,Low Risk
216,OnePlus 9,Android,553,8.4,2559,89,2471,51,Male,5,304.64,Addicted,6.21,0.9656115670183666,Gen X / Boomers,1.097222222222222,7.48,Male - Gen X / Boomers,High Drain,Normal,84.6573221198772,High Risk
217,iPhone 12,iOS,402,6.9,2282,78,1397,40,Male,4,330.72,Heavy,5.15,0.612182296231376,Millennials,0.9710144927536232,5.38,Male - Millennials,High Drain,Normal,63.420504605526645,Medium Risk
218,OnePlus 9,Android,555,9.5,2855,95,1565,24,Male,5,300.53,Addicted,5.84,0.5481611208406305,Gen Z,0.9736842105263158,9.02,Male - Gen Z,High Drain,Normal,79.25710853023628,High Risk
219,iPhone 12,iOS,499,9.6,2873,81,1805,52,Female,5,299.27,Addicted,6.16,0.6282631395753567,Gen X / Boomers,0.8663194444444444,7.78,Female - Gen X / Boomers,High Drain,Normal,78.231477773328,High Risk
220,Xiaomi Mi 11,Android,101,3.2,603,28,417,43,Male,2,188.44,Casual,3.61,0.6915422885572139,Gen X / Boomers,0.5260416666666666,0.9,Male - Gen X / Boomers,Low Drain,Normal,24.16152716593245,Low Risk
221,OnePlus 9,Android,433,6.8,2093,75,1300,32,Male,4,307.79,Heavy,5.77,0.6211180124223602,Millennials,1.0612745098039216,5.1,Male - Millennials,High Drain,Normal,61.012681884928575,Medium Risk
222,OnePlus 9,Android,133,2.0,1007,31,417,32,Male,2,503.5,Casual,4.29,0.4141012909632572,Millennials,1.1083333333333334,0.62,Male - Millennials,Low Drain,Normal,21.07061807502336,Low Risk
223,Xiaomi Mi 11,Android,351,6.1,1941,79,1290,21,Female,4,318.2,Heavy,4.44,0.6646058732612056,Gen Z,0.9590163934426229,4.82,Female - Gen Z,High Drain,Normal,59.771325590708855,Medium Risk
224,Samsung Galaxy S21,Android,532,10.7,2556,83,2148,53,Female,5,238.88,Addicted,6.41,0.8403755868544601,Gen X / Boomers,0.8286604361370717,8.88,Female - Gen X / Boomers,High Drain,Normal,86.62515018021625,High Risk
225,OnePlus 9,Android,92,2.5,690,31,563,27,Male,2,276.0,Casual,2.97,0.8159420289855073,Millennials,0.6133333333333334,0.78,Male - Millennials,Low Drain,Normal,24.491389667601123,Low Risk
226,Xiaomi Mi 11,Android,511,10.8,2712,97,2438,59,Female,5,251.11,Addicted,5.27,0.8989675516224189,Gen X / Boomers,0.7885802469135803,10.48,Female - Gen X / Boomers,High Drain,Normal,94.6850887731945,High Risk
227,Xiaomi Mi 11,Android,384,7.0,2185,72,1376,59,Male,4,312.14,Heavy,5.33,0.6297482837528604,Gen X / Boomers,0.9142857142857144,5.04,Male - Gen X / Boomers,High Drain,Normal,61.68335335736217,Medium Risk
228,iPhone 12,iOS,193,5.2,1318,49,626,32,Female,3,253.46,Regular,3.94,0.47496206373292865,Millennials,0.6185897435897436,2.55,Female - Millennials,Low Drain,Normal,39.702843412094516,Low Risk
229,Samsung Galaxy S21,Android,132,3.8,649,25,368,41,Male,2,170.79,Casual,5.28,0.5670261941448382,Gen X / Boomers,0.5789473684210527,0.95,Male - Gen X / Boomers,Low Drain,Normal,24.66372980910426,Low Risk
230,Samsung Galaxy S21,Android,360,7.3,1946,79,1164,50,Male,4,266.58,Heavy,4.56,0.5981500513874615,Gen X / Boomers,0.8219178082191781,5.77,Male - Gen X / Boomers,High Drain,Normal,62.25750901081298,Medium Risk
231,iPhone 12,iOS,159,2.3,1083,32,526,38,Male,2,470.87,Casual,4.97,0.4856879039704525,Millennials,1.1521739130434783,0.74,Male - Millennials,Low Drain,Normal,23.683219863836605,Low Risk
232,iPhone 12,iOS,495,8.9,2855,91,2150,31,Male,5,320.79,Addicted,5.44,0.7530647985989493,Millennials,0.9269662921348314,8.1,Male - Millennials,High Drain,Normal,83.07342143906021,High Risk
233,Xiaomi Mi 11,Android,537,10.0,2720,83,1763,35,Male,5,272.0,Addicted,6.47,0.6481617647058824,Millennials,0.8949999999999999,8.3,Male - Millennials,High Drain,Normal,79.66626618608998,High Risk
234,OnePlus 9,Android,129,3.4,1059,27,580,36,Female,2,311.47,Casual,4.78,0.5476864966949953,Millennials,0.6323529411764706,0.92,Female - Millennials,Low Drain,Normal,26.483513549592843,Low Risk
235,iPhone 12,iOS,132,3.8,636,28,529,53,Male,2,167.37,Casual,4.71,0.8317610062893082,Gen X / Boomers,0.5789473684210527,1.06,Male - Gen X / Boomers,Low Drain,Normal,27.507141903617672,Low Risk
236,Xiaomi Mi 11,Android,37,1.4,369,18,295,19,Female,1,263.57,Basic,2.06,0.7994579945799458,Gen Z,0.4404761904761905,0.25,Female - Gen Z,Low Drain,Normal,13.665465224936591,Low Risk
237,Samsung Galaxy S21,Android,524,8.9,2549,88,1730,20,Female,5,286.4,Addicted,5.95,0.6786975284425265,Gen Z,0.9812734082397002,7.83,Female - Gen Z,High Drain,Normal,77.1182752636497,High Risk
238,OnePlus 9,Android,425,6.9,2142,66,1130,19,Female,4,310.43,Heavy,6.44,0.5275443510737629,Gen Z,1.0265700483091786,4.55,Female - Gen Z,High Drain,Normal,56.57629154985983,Medium Risk
239,OnePlus 9,Android,64,1.7,585,13,107,53,Male,1,344.12,Basic,4.92,0.1829059829059829,Gen X / Boomers,0.6274509803921569,0.22,Male - Gen X / Boomers,Low Drain,Normal,10.891603257242023,Low Risk
240,iPhone 12,iOS,573,10.8,2711,96,2118,33,Female,5,251.02,Addicted,5.97,0.7812615271117669,Millennials,0.8842592592592593,10.37,Female - Millennials,High Drain,Normal,90.53744493392071,High Risk
241,Google Pixel 5,Android,45,1.7,302,16,191,57,Female,1,177.65,Basic,2.81,0.6324503311258278,Gen X / Boomers,0.4411764705882353,0.27,Female - Gen X / Boomers,Low Drain,Normal,12.80990521959685,Low Risk
242,Xiaomi Mi 11,Android,564,11.7,2764,81,2133,37,Female,5,236.24,Addicted,6.96,0.7717076700434153,Millennials,0.8034188034188035,9.48,Female - Millennials,High Drain,Extreme,89.17220664797757,High Risk
243,OnePlus 9,Android,162,3.5,761,36,338,51,Male,2,217.43,Casual,4.5,0.44415243101182655,Gen X / Boomers,0.7714285714285715,1.26,Male - Gen X / Boomers,Low Drain,Normal,26.636630623414767,Low Risk
244,Samsung Galaxy S21,Android,451,6.5,2378,69,1341,44,Male,4,365.85,Heavy,6.54,0.563919259882254,Gen X / Boomers,1.1564102564102563,4.49,Male - Gen X / Boomers,High Drain,Normal,58.687091176077956,Medium Risk
245,OnePlus 9,Android,30,1.3,479,16,253,35,Male,1,368.46,Basic,1.88,0.5281837160751566,Millennials,0.3846153846153846,0.21,Male - Millennials,Low Drain,Normal,12.221465758910693,Low Risk
246,Samsung Galaxy S21,Android,202,5.0,1542,45,844,29,Male,3,308.4,Regular,4.49,0.5473411154345007,Millennials,0.6733333333333333,2.25,Male - Millennials,High Drain,Normal,40.44319850487251,Medium Risk
247,Google Pixel 5,Android,71,1.5,590,17,257,33,Male,1,393.33,Basic,4.18,0.43559322033898307,Millennials,0.7888888888888889,0.26,Male - Millennials,Low Drain,Normal,13.239220397810705,Low Risk
248,Google Pixel 5,Android,314,6.2,2205,63,1066,19,Male,4,355.65,Heavy,4.98,0.4834467120181406,Gen Z,0.8440860215053764,3.91,Male - Gen Z,High Drain,Normal,52.56494460018689,Medium Risk
